Id,Id2,census.tract,median_age,married,high_school_and_higher,mean_income,Unemployment_rate,median_rent
1400000US36061024301,36061024301,"Census Tract 243.01, New York County, New York",33.70,23.80,71.40,60366.00,20.70,1138.00
1400000US36061024302,36061024302,"Census Tract 243.02, New York County, New York",32.80,25.30,64.70,25733.00,33.60,429.00
1400000US36061024500,36061024500,"Census Tract 245, New York County, New York",34.50,26.30,65.00,42044.00,11.30,1023.00
1400000US36061024700,36061024700,"Census Tract 247, New York County, New York",35.10,23.00,63.40,52443.00,8.10,1195.00
1400000US36061024900,36061024900,"Census Tract 249, New York County, New York",36.50,24.80,60.20,36820.00,24.90,910.00
1400000US36061025100,36061025100,"Census Tract 251, New York County, New York",35.90,26.00,60.90,54092.00,13.80,924.00
1400000US36061025300,36061025300,"Census Tract 253, New York County, New York",34.20,28.80,58.60,45771.00,22.20,1135.00
1400000US36061025500,36061025500,"Census Tract 255, New York County, New York",31.20,31.90,91.50,67067.00,8.70,1457.00
1400000US36061025700,36061025700,"Census Tract 257, New York County, New York",33.60,35.50,89.40,114928.00,9.10,1297.00
1400000US36061025900,36061025900,"Census Tract 259, New York County, New York",30.90,29.80,80.70,87364.00,18.00,1055.00
1400000US36061026100,36061026100,"Census Tract 261, New York County, New York",34.40,26.40,53.30,44457.00,18.20,988.00
1400000US36061026300,36061026300,"Census Tract 263, New York County, New York",38.60,29.50,64.70,49045.00,13.80,1153.00
1400000US36061026500,36061026500,"Census Tract 265, New York County, New York",36.00,31.10,79.50,71458.00,13.40,1317.00
1400000US36061026700,36061026700,"Census Tract 267, New York County, New York",22.90,30.20,83.80,56287.00,14.10,1308.00
1400000US36061026900,36061026900,"Census Tract 269, New York County, New York",38.80,26.20,54.10,45769.00,13.50,1085.00
1400000US36061027100,36061027100,"Census Tract 271, New York County, New York",31.70,37.80,71.70,65387.00,12.40,1268.00
1400000US36061027300,36061027300,"Census Tract 273, New York County, New York",38.40,41.10,95.00,86129.00,12.20,1493.00
1400000US36061027500,36061027500,"Census Tract 275, New York County, New York",43.80,49.60,89.90,142426.00,14.40,1559.00
1400000US36061027700,36061027700,"Census Tract 277, New York County, New York",43.20,25.00,57.60,42750.00,14.60,1022.00
1400000US36061027900,36061027900,"Census Tract 279, New York County, New York",32.60,32.00,73.90,57882.00,10.20,1246.00
1400000US36061028100,36061028100,"Census Tract 281, New York County, New York",42.80,55.90,95.20,137215.00,5.80,1719.00
1400000US36061028300,36061028300,"Census Tract 283, New York County, New York",40.40,37.60,80.80,53326.00,6.80,1075.00
1400000US36061028500,36061028500,"Census Tract 285, New York County, New York",33.30,32.50,70.30,43922.00,26.90,1158.00
1400000US36061028700,36061028700,"Census Tract 287, New York County, New York",35.60,24.60,77.50,64057.00,11.40,1265.00
1400000US36061029100,36061029100,"Census Tract 291, New York County, New York",33.90,31.80,62.20,43862.00,21.80,1040.00
1400000US36061029300,36061029300,"Census Tract 293, New York County, New York",32.80,33.60,59.80,44018.00,19.00,1119.00
1400000US36061029500,36061029500,"Census Tract 295, New York County, New York",37.90,26.80,80.20,74876.00,13.20,1341.00
1400000US36061029900,36061029900,"Census Tract 299, New York County, New York",41.10,28.80,58.80,29448.00,17.70,546.00
1400000US36061030300,36061030300,"Census Tract 303, New York County, New York",36.50,38.70,81.00,70463.00,11.70,1347.00
1400000US36061030700,36061030700,"Census Tract 307, New York County, New York",42.60,47.50,92.70,87091.00,9.60,1363.00
1400000US36061030900,36061030900,"Census Tract 309, New York County, New York",33.60,23.80,69.40,45036.00,16.30,826.00
1400000US36061031703,36061031703,"Census Tract 317.03, New York County, New York",34.20,54.20,98.50,254915.00,3.30,2800.00
1400000US36061031704,36061031704,"Census Tract 317.04, New York County, New York",37.50,57.40,97.90,204458.00,4.50,2800.00
1400000US36005000200,36005000200,"Census Tract 2, Bronx County, New York",36.60,41.30,75.20,75015.00,7.70,1282.00
1400000US36005000400,36005000400,"Census Tract 4, Bronx County, New York",36.50,31.60,85.30,82734.00,6.10,1491.00
1400000US36005001600,36005001600,"Census Tract 16, Bronx County, New York",39.90,32.30,67.00,48959.00,9.20,920.00
1400000US36005001900,36005001900,"Census Tract 19, Bronx County, New York",30.60,24.10,73.50,43615.00,19.40,1126.00
1400000US36005002000,36005002000,"Census Tract 20, Bronx County, New York",35.70,18.60,68.60,37102.00,12.60,601.00
1400000US36005002300,36005002300,"Census Tract 23, Bronx County, New York",31.50,14.30,56.10,22840.00,18.10,398.00
1400000US36005002500,36005002500,"Census Tract 25, Bronx County, New York",28.50,22.80,51.30,27588.00,9.00,585.00
1400000US36005002701,36005002701,"Census Tract 27.01, Bronx County, New York",26.70,26.90,51.30,25649.00,17.50,630.00
1400000US36005002702,36005002702,"Census Tract 27.02, Bronx County, New York",26.20,26.40,47.70,27016.00,12.40,977.00
1400000US36005002800,36005002800,"Census Tract 28, Bronx County, New York",42.00,29.00,85.20,60200.00,11.40,951.00
1400000US36005003100,36005003100,"Census Tract 31, Bronx County, New York",34.40,43.40,64.00,51424.00,7.40,1014.00
1400000US36005003300,36005003300,"Census Tract 33, Bronx County, New York",28.80,20.70,56.20,26619.00,18.40,479.00
1400000US36005003500,36005003500,"Census Tract 35, Bronx County, New York",29.40,28.30,55.80,29571.00,12.90,773.00
1400000US36005003700,36005003700,"Census Tract 37, Bronx County, New York",45.20,47.50,84.10,20484.00,14.30,872.00
1400000US36005003800,36005003800,"Census Tract 38, Bronx County, New York",31.20,31.00,74.90,65599.00,10.50,1056.00
1400000US36005003900,36005003900,"Census Tract 39, Bronx County, New York",29.20,33.30,61.30,43800.00,11.60,930.00
1400000US36005004001,36005004001,"Census Tract 40.01, Bronx County, New York",39.60,45.90,67.50,67630.00,12.10,970.00
1400000US36005004100,36005004100,"Census Tract 41, Bronx County, New York",25.10,20.20,55.20,32402.00,17.60,601.00
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",35.60,13.90,68.60,32506.00,24.90,737.00
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",28.00,27.80,61.30,34288.00,10.80,766.00
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",35.00,17.90,57.10,34327.00,26.00,448.00
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",38.00,28.70,73.40,49636.00,12.40,744.00
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",34.60,35.60,45.30,34844.00,9.80,1011.00
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",30.10,25.60,55.90,43009.00,15.60,1236.00
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",30.00,31.60,50.30,40508.00,11.60,1098.00
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",29.80,17.60,55.80,29000.00,21.70,494.00
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",33.50,29.10,58.70,41521.00,19.60,555.00
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",28.60,11.80,70.00,23193.00,30.60,785.00
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",33.10,34.60,56.70,49125.00,8.30,1164.00
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",39.70,22.40,57.60,37601.00,16.30,1002.00
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",37.10,27.40,65.40,48306.00,15.80,1135.00
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",33.10,25.30,72.90,53265.00,5.60,1081.00
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",50.30,18.50,88.30,53014.00,11.50,952.00
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",28.60,29.00,53.90,34114.00,13.30,545.00
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",37.30,30.50,63.60,42773.00,13.90,1120.00
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",32.70,30.30,75.90,44298.00,13.40,1222.00
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",28.50,20.70,64.50,28832.00,13.60,962.00
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",27.80,27.20,47.70,30919.00,17.00,712.00
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",30.60,31.90,75.20,44064.00,12.10,1163.00
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",27.40,23.90,61.30,35001.00,18.10,712.00
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",33.20,34.80,61.80,44886.00,13.00,1351.00
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",29.30,28.80,70.90,49882.00,18.50,993.00
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",30.50,40.20,67.00,55634.00,7.10,1170.00
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",30.20,32.60,52.60,30302.00,17.10,892.00
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",40.40,30.40,74.20,55143.00,9.40,1156.00
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",30.00,21.90,64.20,32429.00,6.10,697.00
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",30.50,35.90,60.80,57104.00,8.80,1285.00
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",32.00,21.80,65.30,41020.00,14.50,1160.00
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",29.30,33.10,65.20,45122.00,17.00,1232.00
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",29.40,19.10,55.50,31569.00,21.20,697.00
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",27.90,24.10,55.30,30884.00,16.60,792.00
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",32.20,46.00,78.70,74134.00,10.10,1454.00
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",30.80,23.20,54.80,39263.00,14.30,970.00
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",31.70,22.10,64.10,32139.00,12.20,430.00
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",30.30,26.10,54.60,40211.00,9.00,967.00
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",28.40,16.50,43.90,27722.00,17.30,764.00
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",29.80,22.90,75.80,54100.00,13.10,480.00
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",32.90,33.90,70.70,54099.00,15.00,1263.00
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",30.50,26.10,62.80,36278.00,11.70,1060.00
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",34.40,34.50,67.90,49543.00,22.00,1449.00
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",36.50,29.50,81.60,66147.00,12.30,1363.00
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",49.40,61.50,90.40,54576.00,7.50,1051.00
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",28.30,29.20,63.50,29644.00,23.80,896.00
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",29.40,15.30,72.10,38531.00,19.20,986.00
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",31.90,36.50,88.30,92884.00,5.90,1308.00
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",27.00,21.30,57.90,38564.00,16.50,958.00
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",26.40,33.80,57.90,37373.00,8.90,1006.00
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",23.90,10.50,58.40,23972.00,17.20,572.00
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",29.10,20.60,61.70,30575.00,17.30,631.00
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",27.00,32.20,65.20,41696.00,15.70,1140.00
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",35.70,20.80,60.40,28850.00,17.30,625.00
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",26.40,19.30,60.70,26792.00,13.90,938.00
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",47.30,39.80,78.90,89412.00,5.00,1327.00
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",31.30,27.50,58.90,40464.00,10.20,899.00
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",40.60,37.90,82.40,95785.00,10.30,1373.00
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",29.40,29.00,57.00,39436.00,15.30,617.00
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",32.40,27.50,63.60,35049.00,15.50,545.00
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",36.60,39.50,82.90,89148.00,10.40,1370.00
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",31.10,22.50,68.30,54680.00,15.50,1025.00
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",34.50,27.60,58.80,21120.00,15.30,423.00
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",25.90,20.30,71.80,38574.00,15.70,537.00
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",24.50,14.70,61.20,27048.00,20.70,793.00
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",28.40,19.60,59.40,28013.00,24.20,397.00
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",24.90,23.70,47.50,20739.00,25.40,433.00
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",30.00,25.90,60.30,32309.00,18.40,916.00
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",32.10,33.90,62.10,43510.00,13.60,1046.00
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",38.60,40.40,77.70,70616.00,8.10,1331.00
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",27.60,32.50,73.10,35712.00,14.20,1041.00
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",34.00,35.10,57.70,32029.00,22.90,861.00
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",27.00,24.40,62.20,39278.00,26.10,958.00
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",36.70,42.30,75.50,76361.00,7.00,1414.00
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",31.80,12.70,46.80,31639.00,33.80,441.00
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",41.50,49.90,90.10,96470.00,9.30,1589.00
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",34.80,26.30,51.80,26144.00,15.30,528.00
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",40.70,38.80,72.90,75599.00,11.20,1167.00
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",44.70,57.70,81.20,81857.00,12.20,1379.00
